brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,description
Ford,Thunderbird Premium,2005,82000,Petrol,280.0HP 3.9L 8 Cylinder Engine Gasoline Fuel,Automatic,Gold,White,0,Yes,14900,Ford Thunderbird Premium Petrol 280.0HP 3.9L 8 Cylinder Engine Gasoline Fuel Interior color: White exterior color: Gold Automatic car 2005
Audi,e-tron Prestige,2019,7874,Unknown,Electric,Automatic,Typhoon Gray Metallic,Pearl Beige,0,No,38999,Audi e-tron Prestige Unknown Electric Interior color: Pearl Beige exterior color: Typhoon Gray Metallic Automatic car 2019
GMC,Sierra 1500 SLT,2017,49105,Petrol,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Black,0,Yes,39750,GMC Sierra 1500 SLT Petrol 420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: White Automatic car 2017
Kia,Telluride LX,2023,5500,Petrol,291.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,0,Yes,40000,Kia Telluride LX Petrol 291.0HP 3.8L V6 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: Silver Automatic car 2023
Chevrolet,Corvette Base,2005,36700,Petrol,400.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,Manual,Blue,Black,0,Yes,26000,Chevrolet Corvette Base Petrol 400.0HP 6.0L 8 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: Blue Manual car 2005
BMW,650 i,2014,40000,Petrol,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,0,Yes,34000,BMW 650 i Petrol 445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel Interior color: Beige exterior color: White Automatic car 2014
Nissan,Rogue SL,2017,78110,Petrol,170.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,0,No,17500,Nissan Rogue SL Petrol 170.0HP 2.5L 4 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: Silver Automatic car 2017
GMC,Acadia Denali,2015,74864,Petrol,288.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Beige,0,Yes,19780,GMC Acadia Denali Petrol 288.0HP 3.6L V6 Cylinder Engine Gasoline Fuel Interior color: Beige exterior color: Gray Automatic car 2015
Cadillac,Escalade Premium Luxury Platinum,2021,15350,Petrol,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,0,Yes,93500,Cadillac Escalade Premium Luxury Platinum Petrol 420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: Black Automatic car 2021
Nissan,GT-R Premium,2010,46100,Petrol,485.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Automatic,Blue,Black,0,Yes,72999,Nissan GT-R Premium Petrol 485.0HP 3.8L V6 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: Blue Automatic car 2010
Toyota,Highlander XLE,2018,61454,Petrol,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Silver,Gray,0,Yes,31000,Toyota Highlander XLE Petrol 295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel Interior color: Gray exterior color: Silver Automatic car 2018
BMW,X7 xDrive40i,2020,45241,Petrol,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,Blue,Brown,0,Yes,54500,BMW X7 xDrive40i Petrol 335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel Interior color: Brown exterior color: Blue Automatic car 2020
INFINITI,QX60 Base,2018,48000,Petrol,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Unknown,Black,Black,0,Yes,27000,INFINITI QX60 Base Petrol 295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: Black Unknown car 2018
Lexus,IS 250C Base,2010,68500,Petrol,204.0HP 2.5L V6 Cylinder Engine Gasoline Fuel,Manual,Black,Beige,0,Yes,18500,Lexus IS 250C Base Petrol 204.0HP 2.5L V6 Cylinder Engine Gasoline Fuel Interior color: Beige exterior color: Black Manual car 2010
GMC,Sierra 1500 Denali,2019,43433,Petrol,5.3L V8 16V GDI OHV,Automatic,Onyx Black,Walnut,0,No,51899,GMC Sierra 1500 Denali Petrol 5.3L V8 16V GDI OHV Interior color: Walnut exterior color: Onyx Black Automatic car 2019
Chevrolet,SSR Base,2005,122961,Petrol,6.0L V8 16V MPFI OHV,Automatic,Redline Red,Ebony,0,Yes,20995,Chevrolet SSR Base Petrol 6.0L V8 16V MPFI OHV Interior color: Ebony exterior color: Redline Red Automatic car 2005
Dodge,Challenger R/T,2014,92861,Petrol,375.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Automatic,Gray,Red,0,Yes,19750,Dodge Challenger R/T Petrol 375.0HP 5.7L 8 Cylinder Engine Gasoline Fuel Interior color: Red exterior color: Gray Automatic car 2014
Hyundai,Equus Signature,2016,72000,Petrol,429.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,0,Yes,21400,Hyundai Equus Signature Petrol 429.0HP 5.0L 8 Cylinder Engine Gasoline Fuel Interior color: Beige exterior color: White Automatic car 2016
Lamborghini,Aventador SVJ Base,2019,6929,Petrol,759.0HP 6.5L 12 Cylinder Engine Gasoline Fuel,Automatic,Blue,Black,0,Yes,649999,Lamborghini Aventador SVJ Base Petrol 759.0HP 6.5L 12 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: Blue Automatic car 2019
Ford,Mustang GT,2003,83000,Petrol,260.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,0,Yes,10500,Ford Mustang GT Petrol 260.0HP 4.6L 8 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: Gray Automatic car 2003
Audi,e-tron Premium,2021,18031,Unknown,Electric,Automatic,Navarra Blue Metallic,Black,0,No,39599,Audi e-tron Premium Unknown Electric Interior color: Black exterior color: Navarra Blue Metallic Automatic car 2021
Toyota,Sequoia Limited,2023,8200,Hybrid,437.0HP 3.4L V6 Cylinder Engine Gas/Electric Hybrid,Automatic,Brown,Black,0,Yes,78900,Toyota Sequoia Limited Hybrid 437.0HP 3.4L V6 Cylinder Engine Gas/Electric Hybrid Interior color: Black exterior color: Brown Automatic car 2023
Land,Rover Range Rover Sport HST MHEV,2020,19000,Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Automatic,Silver,Black,0,No,74900,Land Rover Range Rover Sport HST MHEV Hybrid 395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid Interior color: Black exterior color: Silver Automatic car 2020
Jeep,Grand Cherokee L Limited,2022,12875,Petrol,3.6L V6 24V MPFI DOHC,Automatic,Diamond Black,Global Black,0,No,42599,Jeep Grand Cherokee L Limited Petrol 3.6L V6 24V MPFI DOHC Interior color: Global Black exterior color: Diamond Black Automatic car 2022
Maserati,GranTurismo Sport,2015,32000,Petrol,454.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Automatic,Beige,Brown,0,Yes,36000,Maserati GranTurismo Sport Petrol 454.0HP 4.7L 8 Cylinder Engine Gasoline Fuel Interior color: Brown exterior color: Beige Automatic car 2015
BMW,M5 Base,2013,61145,Petrol,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,1,Yes,37500,BMW M5 Base Petrol 560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel Interior color: Beige exterior color: White Automatic car 2013
Mercedes-Benz,C-Class 4MATIC Sedan,2022,9612,Petrol,"2L I-4 gasoline direct injection, DOHC, variable valve control,",Automatic,–,–,0,No,43900,"Mercedes-Benz C-Class 4MATIC Sedan Petrol 2L I-4 gasoline direct injection, DOHC, variable valve control, Interior color: – exterior color: – Automatic car 2022"
Land,Rover Range Rover Sport First Edition,2023,3534,Hybrid,4.4 Liter,Automatic,Red,Black,0,No,143998,Land Rover Range Rover Sport First Edition Hybrid 4.4 Liter Interior color: Black exterior color: Red Automatic car 2023
Ford,F-150 Lariat,2011,152000,Petrol,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Brown,Beige,0,Yes,14000,Ford F-150 Lariat Petrol 365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel Interior color: Beige exterior color: Brown Automatic car 2011
Audi,A4 2.0T Premium,2012,129567,Petrol,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,White,Black,0,Yes,7000,Audi A4 2.0T Premium Petrol 211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: White Automatic car 2012
BMW,540 i xDrive,2019,36000,Petrol,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,1,Yes,41995,BMW 540 i xDrive Petrol 335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: Gray Automatic car 2019
BMW,X6 xDrive35i,2009,92008,Petrol,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,White,Black,0,Yes,12500,BMW X6 xDrive35i Petrol 300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: White Automatic car 2009
Ford,Mustang Base,1998,63900,Petrol,150.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Gray,0,Yes,10300,Ford Mustang Base Petrol 150.0HP 3.8L V6 Cylinder Engine Gasoline Fuel Interior color: Gray exterior color: White Automatic car 1998
Toyota,Sequoia Limited,2012,150900,Petrol,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Gray,0,Yes,17500,Toyota Sequoia Limited Petrol 381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel Interior color: Gray exterior color: Black Automatic car 2012
Dodge,Challenger R/T Scat Pack,2019,43000,Unknown,–,Manual,Green,Black,0,Yes,50000,Dodge Challenger R/T Scat Pack Unknown – Interior color: Black exterior color: Green Manual car 2019
Land,Rover Range Rover 3.0L Supercharged,2018,38020,Petrol,5.0 Liter,Automatic,White,Espresso,0,No,63998,Land Rover Range Rover 3.0L Supercharged Petrol 5.0 Liter Interior color: Espresso exterior color: White Automatic car 2018
Audi,Q8 55 Premium Plus,2021,14750,Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,Automatic,Silver,Black,0,Yes,61059,Audi Q8 55 Premium Plus Hybrid 335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid Interior color: Black exterior color: Silver Automatic car 2021
Subaru,WRX Base,2015,52500,Petrol,268.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Manual,Gray,Black,0,Yes,23000,Subaru WRX Base Petrol 268.0HP 2.0L 4 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: Gray Manual car 2015
Chevrolet,Suburban LT,2017,207571,Petrol,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,1,Yes,21000,Chevrolet Suburban LT Petrol 355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: Black Automatic car 2017
INFINITI,QX60 Pure,2020,39000,Petrol,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Gray,0,Yes,29900,INFINITI QX60 Pure Petrol 295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel Interior color: Gray exterior color: Gray Automatic car 2020
Porsche,Cayman Base,2011,66000,Petrol,265.0HP 2.9L Flat 6 Cylinder Engine Gasoline Fuel,Automatic,Black,Brown,0,No,28000,Porsche Cayman Base Petrol 265.0HP 2.9L Flat 6 Cylinder Engine Gasoline Fuel Interior color: Brown exterior color: Black Automatic car 2011
INFINITI,QX60 Base,2017,93500,Petrol,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,0,Yes,16000,INFINITI QX60 Base Petrol 295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: Black Automatic car 2017
BMW,M4 Base,2018,7200,Petrol,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,0,Yes,64000,BMW M4 Base Petrol 425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: Black Automatic car 2018
Maserati,MC20 MC20,2022,1220,Petrol,"Nettuno 3L V-6 port/direct injection, DOHC, variable valve contr",Automatic,–,–,0,No,238900,"Maserati MC20 MC20 Petrol Nettuno 3L V-6 port/direct injection, DOHC, variable valve contr Interior color: – exterior color: – Automatic car 2022"
Land,Rover Defender SE,2023,8421,Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Automatic,Black,White,0,Yes,90000,Land Rover Defender SE Hybrid 395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid Interior color: White exterior color: Black Automatic car 2023
BMW,M8 Base,2020,25520,Petrol,4.4L V8 32V GDI DOHC Twin Turbo,Automatic,Brands Hatch Gray Metallic,Black,0,No,84900,BMW M8 Base Petrol 4.4L V8 32V GDI DOHC Twin Turbo Interior color: Black exterior color: Brands Hatch Gray Metallic Automatic car 2020
Tesla,Model Y Performance,2020,30554,Unknown,Electric,Automatic,Blue,Black,0,No,41999,Tesla Model Y Performance Unknown Electric Interior color: Black exterior color: Blue Automatic car 2020
Volvo,C40 Recharge Pure Electric Twin Ultimate,2023,17000,Unknown,402.0HP Electric Motor Electric Fuel System,Automatic,Gray,Blue,0,Yes,54900,Volvo C40 Recharge Pure Electric Twin Ultimate Unknown 402.0HP Electric Motor Electric Fuel System Interior color: Blue exterior color: Gray Automatic car 2023
Mercedes-Benz,SL-Class SL 550,2011,41314,Petrol,382.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,Automatic,Red,White,1,Yes,30999,Mercedes-Benz SL-Class SL 550 Petrol 382.0HP 5.5L 8 Cylinder Engine Gasoline Fuel Interior color: White exterior color: Red Automatic car 2011
Land,Rover Range Rover P525 HSE SWB,2020,49899,Petrol,518.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Black,1,Yes,64500,Land Rover Range Rover P525 HSE SWB Petrol 518.0HP 5.0L 8 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: White Automatic car 2020
Ford,Escape XLT,2012,186268,Petrol,240.0HP 3.0L V6 Cylinder Engine Flex Fuel Capability,Automatic,Blue,Black,0,Yes,4500,Ford Escape XLT Petrol 240.0HP 3.0L V6 Cylinder Engine Flex Fuel Capability Interior color: Black exterior color: Blue Automatic car 2012
Lexus,ES 350 Base,2016,51335,Petrol,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,1,Yes,25995,Lexus ES 350 Base Petrol 268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: Silver Automatic car 2016
Porsche,718 Boxster GTS,2019,10400,Petrol,365.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,0,Yes,99750,Porsche 718 Boxster GTS Petrol 365.0HP 2.5L 4 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: Gray Automatic car 2019
Mercedes-Benz,G-Class G 550,2020,20622,Petrol,4.0 Liter Twin Turbo,Automatic,designo Diamond White Metallic,Black,0,No,142998,Mercedes-Benz G-Class G 550 Petrol 4.0 Liter Twin Turbo Interior color: Black exterior color: designo Diamond White Metallic Automatic car 2020
RAM,1500 Big Horn,2022,19376,Petrol,5.7L V8 16V MPFI OHV,Automatic,Bright White Clearcoat,Black,0,Yes,45861,RAM 1500 Big Horn Petrol 5.7L V8 16V MPFI OHV Interior color: Black exterior color: Bright White Clearcoat Automatic car 2022
Audi,R8 5.2 V10 performance,2020,12245,Petrol,5.2L V10 40V PDI DOHC,Automatic,Daytona Gray Pearl Effect w/ Black Roof,Black / Express Red,0,No,187900,Audi R8 5.2 V10 performance Petrol 5.2L V10 40V PDI DOHC Interior color: Black / Express Red exterior color: Daytona Gray Pearl Effect w/ Black Roof Automatic car 2020
Mitsubishi,Lancer Evolution IX,2006,77000,Petrol,286.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Manual,Silver,Black,0,Yes,57000,Mitsubishi Lancer Evolution IX Petrol 286.0HP 2.0L 4 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: Silver Manual car 2006
Acura,TL Technology,2013,40000,Petrol,280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Blue,Gray,0,Yes,24000,Acura TL Technology Petrol 280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel Interior color: Gray exterior color: Blue Automatic car 2013
Cadillac,CTS Luxury,2012,113000,Petrol,270.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,0,Yes,10000,Cadillac CTS Luxury Petrol 270.0HP 3.0L V6 Cylinder Engine Gasoline Fuel Interior color: Beige exterior color: White Automatic car 2012
Chevrolet,Camaro 1SS,2022,7600,Petrol,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Manual,Gray,Black,1,Yes,46000,Chevrolet Camaro 1SS Petrol 455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: Gray Manual car 2022
Toyota,Camry Hybrid LE,2022,20400,Hybrid,208.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,Unknown,White,Gray,0,Yes,29900,Toyota Camry Hybrid LE Hybrid 208.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid Interior color: Gray exterior color: White Unknown car 2022
Ford,Transit-350 XLT,2019,115000,Petrol,310.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Gray,0,Yes,39000,Ford Transit-350 XLT Petrol 310.0HP 3.5L V6 Cylinder Engine Gasoline Fuel Interior color: Gray exterior color: White Automatic car 2019
Lexus,RX 450h Base,2012,239000,Hybrid,295.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,Automatic,Black,Black,0,Yes,7000,Lexus RX 450h Base Hybrid 295.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid Interior color: Black exterior color: Black Automatic car 2012
Jaguar,F-TYPE V6 S,2014,62194,Petrol,3.0 Liter SC ULEV,Automatic,Black,Black,0,No,32998,Jaguar F-TYPE V6 S Petrol 3.0 Liter SC ULEV Interior color: Black exterior color: Black Automatic car 2014
Jeep,Wrangler Sahara,2020,22138,Petrol,3.6 Liter,Automatic,Black,Black,0,No,38598,Jeep Wrangler Sahara Petrol 3.6 Liter Interior color: Black exterior color: Black Automatic car 2020
Porsche,718 Boxster S,2017,48900,Petrol,350.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Automatic,Blue,Black,0,Yes,62500,Porsche 718 Boxster S Petrol 350.0HP 2.5L 4 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: Blue Automatic car 2017
Audi,R8 5.2,2014,21800,Petrol,525.0HP 5.2L 10 Cylinder Engine Gasoline Fuel,Automatic,White,Black,0,Yes,117000,Audi R8 5.2 Petrol 525.0HP 5.2L 10 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: White Automatic car 2014
Lincoln,MKZ Base,2016,68200,Petrol,300.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,1,Yes,16750,Lincoln MKZ Base Petrol 300.0HP 3.7L V6 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: Silver Automatic car 2016
Chevrolet,S-10 LS Crew Cab,2001,139000,Petrol,190.0HP 4.3L V6 Cylinder Engine Gasoline Fuel,Automatic,Red,Gray,0,Yes,7000,Chevrolet S-10 LS Crew Cab Petrol 190.0HP 4.3L V6 Cylinder Engine Gasoline Fuel Interior color: Gray exterior color: Red Automatic car 2001
Mercedes-Benz,G-Class G 550 4MATIC,2021,76100,Petrol,416.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,0,Yes,130000,Mercedes-Benz G-Class G 550 4MATIC Petrol 416.0HP 4.0L 8 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: Black Automatic car 2021
Lexus,RX 350 RX 350 F SPORT Handling,2022,14330,Petrol,3.5 Liter DOHC,Automatic,Black,Red,0,No,54998,Lexus RX 350 RX 350 F SPORT Handling Petrol 3.5 Liter DOHC Interior color: Red exterior color: Black Automatic car 2022
BMW,750 i xDrive,2019,41906,Petrol,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Automatic,Blue,White,1,Yes,45999,BMW 750 i xDrive Petrol 445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel Interior color: White exterior color: Blue Automatic car 2019
Chevrolet,Camaro 2SS,2016,164000,Petrol,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Red,0,Yes,21500,Chevrolet Camaro 2SS Petrol 455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel Interior color: Red exterior color: Black Automatic car 2016
Ford,Fusion Hybrid SE,2013,161933,Hybrid,2.0L I4 16V MPFI DOHC Hybrid,Automatic,Blue,Charcoal Black,0,Yes,7945,Ford Fusion Hybrid SE Hybrid 2.0L I4 16V MPFI DOHC Hybrid Interior color: Charcoal Black exterior color: Blue Automatic car 2013
Hyundai,Santa Cruz 2.5T Limited,2022,22829,Petrol,2.5L I4 16V PDI DOHC Turbo,Automatic,Hampton Gray,Black,0,No,34580,Hyundai Santa Cruz 2.5T Limited Petrol 2.5L I4 16V PDI DOHC Turbo Interior color: Black exterior color: Hampton Gray Automatic car 2022
Lexus,RX 350 F Sport,2023,5483,Petrol,2.4L I4 16V PDI DOHC Turbo,Automatic,Ultra White,Black,0,No,59950,Lexus RX 350 F Sport Petrol 2.4L I4 16V PDI DOHC Turbo Interior color: Black exterior color: Ultra White Automatic car 2023
Land,Rover Range Rover Evoque S,2020,46891,Petrol,246.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,1,Yes,31000,Land Rover Range Rover Evoque S Petrol 246.0HP 2.0L 4 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: Gray Automatic car 2020
Chevrolet,Suburban LT,2019,72000,Petrol,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,Automatic,Blue,Beige,1,Yes,39000,Chevrolet Suburban LT Petrol 355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel Interior color: Beige exterior color: Blue Automatic car 2019
Porsche,718 Spyder Base,2020,3400,Petrol,414.0HP 4.0L Flat 6 Cylinder Engine Gasoline Fuel,Manual,White,Black,0,Yes,129900,Porsche 718 Spyder Base Petrol 414.0HP 4.0L Flat 6 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: White Manual car 2020
Chevrolet,Camaro 1LT,2021,18000,Petrol,335.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Black,1,Yes,30000,Chevrolet Camaro 1LT Petrol 335.0HP 3.6L V6 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: White Automatic car 2021
Jeep,Gladiator Freedom,2021,30630,Petrol,3.6 Liter,Automatic,Hydro Blue Pearlcoat,Black,0,No,39998,Jeep Gladiator Freedom Petrol 3.6 Liter Interior color: Black exterior color: Hydro Blue Pearlcoat Automatic car 2021
Toyota,Tacoma Double Cab,2007,24985,Petrol,236.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Silver,Silver,0,No,33580,Toyota Tacoma Double Cab Petrol 236.0HP 4.0L V6 Cylinder Engine Gasoline Fuel Interior color: Silver exterior color: Silver Automatic car 2007
GMC,Yukon Denali Ultimate,2023,9978,Petrol,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Gold,0,Yes,93999,GMC Yukon Denali Ultimate Petrol 420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel Interior color: Gold exterior color: White Automatic car 2023
